student_name,student_id,major,period,grade,passed_subject,get_subject
장희원,2015279177,스포츠의학과,3,2,"['HBT301-00', 'CDG3254-00', 'AMTH1002-10', 'APHY1002-08', 'PM4025-08', 'CPE301-04', 'AMIE396-01', 'BIO101-01', 'PM2023-03', 'NE201-00', 'EDU4104-G00', 'ELC101-00']","['GEC1104-G24', 'EDU3106-G00', 'GEC1105-G09', 'GEC2001-G20']"
최요한,2021618499,스포츠의학과,2,1,"['GED1959-G03', 'ID4015-00', 'AR111-02', 'GEC2001-G07']","['GED1960-G00', 'GED1248-G00', 'GEC2001-G05', 'GED1962-G00', 'GEC1104-G04']"
윤우진,2019824652,스포츠의학과,5,3,"['APHY1002-11', 'PM4025-13', 'RU2101-00', 'IS2511-00', 'SC311-00', 'CPE201-10', 'PM2023-07', 'CE273-00', 'AR311-01', 'FSB383-00', 'CPE201-16', 'LA204-00', 'GEE1630-G01', 'GED1959-G03', 'AT401-00']","['GEC1403-G28', 'GED1337-G00', 'GEC1403-G12', 'GEC0103-G05']"
장서하,2016926907,스포츠의학과,6,3,"['GED1862-G00', 'ME305-02', 'AR411-04', 'CHE453-00', 'IS2203-00', 'CPE108-01', 'FR3015-00', 'APCH1131-01', 'FT3043-00', 'KO4304-00', 'ELC106-00', 'GEC1105-G49']","['GEC1403-G03', 'GEC1104-G03', 'GEC1102-G18', 'GEE1958-G01']"
윤시우,2011224624,스포츠의학과,7,4,"['ME371-02', 'TK306-02', 'GEC1403-G34', 'EDU3345-G00', 'AR112-01', 'FSB381-00', 'GEE1958-G01', 'GEC1104-G42', 'GEC2001-G20', 'ME371-04', 'AE251-00', 'JP111-00', 'ID3015-00', 'GEC1403-G23', 'DC404-00', 'SC311-00', 'ELC103-01', 'LA204-00', 'FT3047-00', 'ID3015-01']","['GEC1102-G14', 'GEC1102-G48', 'GED1208-G01', 'GEC2001-G29']"
윤라희,2015061128,스포츠의학과,4,2,"['GEE1920-G00', 'GED1104-G00', 'EDU3137-G00', 'EE361-00', 'EE442-00', 'SM332-00', 'PM2023-00', 'PM3022-04', 'APHY4000-00', 'LA210-00']","['GEB1202-G06', 'GED1353-G00', 'GEC1104-G07', 'GED1959-G02']"
이은호,2016480121,스포츠의학과,8,4,"['FD111-05', 'CA2004-00', 'SC105-01', 'GEE1665-G00', 'AMIE251-00', 'CA2019-00', 'GEC1403-G15', 'GEN410-00', 'TC208-00', 'GED1736-G00', 'TK301-01', 'FT1076-00', 'CDG3268-00', 'TK207-01', 'AR491-00', 'FD110-02', 'GED1908-G00', 'GEC2001-G36', 'CSE103-03', 'APHY1100-03', 'PAM208-00', 'ENV393-00', 'CDG3254-00', 'IS2004-01']","['GED1631-G00', 'GEC1104-G17', 'GEC1105-G45', 'GEC1104-G26', 'GEC1403-G08', 'GEE1127-G00']"
윤진호,2019672607,스포츠의학과,4,2,"['EE209-00', 'EE209-01', 'EE496-00', 'GEC1104-G10', 'PM4015-00', 'SWCON367-00', 'AE251-02', 'VID4018-01', 'BME412-04', 'GED1958-G00', 'DC216-00', 'CA2004-00']","['GED1206-G00', 'GEC2001-G08', 'GEB1102-G00', 'GEC1105-G10', 'GEC2001-G32', 'IPE102-00']"
임윤호,2018094881,스포츠의학과,3,2,"['GED1656-G00', 'ESP324-00', 'GEC1102-G49', 'APCH3501-00', 'PM3022-02', 'AE473-03', 'FT4077-00', 'IE315-00', 'EE343-00', 'TK408-01', 'ELC301-00', 'SC312-00']","['GEC1105-G06', 'GEC1403-G13', 'GEC1105-G31', 'GEC1104-G39', 'GEE1332-G05', 'GED1432-G01']"
이주완,2011293742,스포츠의학과,8,4,"['TK207-02', 'ME382-01', 'GED1860-G00', 'EE497-03', 'PAM207-00', 'GEC1102-G31', 'TK301-01', 'EE207-01', 'CHE433-00', 'PM3027-01', 'GED1734-G00', 'SWCON401-00', 'GEE1330-G03', 'GED1235-G00', 'GEE1633-G00', 'CPE104-03']","['GED1961-G01', 'GEC1403-G21', 'GED1945-G00', 'GEE1657-G01', 'GEC1105-G24']"
윤가민,2013812074,스포츠의학과,6,3,"['GEC1102-G46', 'GI315-00', 'GEC2001-G05', 'SPACE301-00', 'GED1435-G00', 'GEC1104-G02', 'DC305-00', 'PM3027-00', 'GEC0103-G11', 'CSE203-04', 'AR431-02', 'APHY1000-03', 'ME251-02', 'RU3304-00', 'CA1006-00', 'GEC1105-G32', 'GEC1403-G22', 'OMB310-00']","['GEC1102-G45', 'GEC1102-G48', 'GEE1959-G00', 'GED1987-G00', 'GEC1105-G15', 'GEE1960-G01']"
장로하,2015461637,스포츠의학과,5,3,"['FR4015-00', 'GED1947-G01', 'AR111-04', 'GEC1403-G10', 'SC2010-00', 'GED1432-G00', 'CE485-02', 'GEC1403-G10', 'GI405-01', 'AMTH1009-19', 'TK101-02', 'PAM329-00']","['GEC1403-G19', 'GEC1104-G07', 'GEC1105-G22', 'GED1860-G00', 'GEC1105-G43']"
윤민호,2021520943,스포츠의학과,2,1,"['PM3022-17', 'JP213-00', 'GEC1105-G32', 'APHY1100-02', 'CSE204-01']","['GEC1104-G07', 'GEC1105-G19', 'GEE1330-G02', 'GED1876-G00', 'GEE1332-G06', 'GEC1105-G14']"
한소현,2014071861,스포츠의학과,3,2,"['GEC2001-G28', 'GED1248-G00', 'EE486-00', 'GEE1665-G01', 'GEC2001-G40', 'CHI409-00', 'GEC1105-G19', 'ID2001-00', 'AR411-03', 'TK311-01']","['GEC1102-G44', 'GEE1648-G01', 'GED1717-G02', 'GED1656-G00']"
한예슬,2013185807,스포츠의학과,3,2,"['FD105-02', 'JP232-00', 'BME411-00', 'PM4025-14', 'CHI419-00', 'CPE301-07', 'ME305-01', 'PM3027-01', 'CPE301-16', 'GEC1105-G08']","['GEC1102-G10', 'GED1960-G01', 'GEC1403-G07', 'GED1119-G01']"
조예담,2011669814,스포츠의학과,7,4,"['ELC381-00', 'CPE401-11', 'EE370-01', 'GEC1105-G09', 'GED1356-G00', 'GED1955-G00', 'SC103-01', 'CHE257-01', 'ENV212-01', 'FT3041-00', 'FT4057-00', 'CA2019-00', 'GED1311-G00', 'GEN202-00', 'FT4057-00', 'ID4015-01', 'PM4025-14', 'GED1734-G00', 'SWCON321-00', 'GEC1105-G14']","['GED1873-G00', 'GEC1102-G11', 'GEC1102-G50', 'GED1301-G00', 'GEC1104-G05']"
윤로아,2021224506,스포츠의학과,1,1,"['GEC1102-G24', 'AR251-00', 'JP111-00', 'PM1003-01']","['GEC2001-G17', 'GED1235-G00', 'GED1738-G00', 'GEC2001-G22', 'GEC1403-G08']"
임나율,2012387717,스포츠의학과,3,2,"['PM1019-06', 'HBT206-00', 'GEC1104-G21', 'ME331-01', 'GEE1960-G01', 'CA3022-00', 'APHY1000-09', 'TK308-01', 'IS1001-00', 'GED1465-G00']","['GEC1105-G30', 'GED1665-G00', 'GEC2001-G31', 'GED1908-G00']"
윤나라,2012225838,스포츠의학과,8,4,"['HBT329-00', 'PAM311-00', 'FT3082-00', 'CPE301-16', 'GI404-01', 'GI315-00', 'TK310-02', 'PM4025-13', 'JP411-00', 'GEC1105-G20', 'EE211-00', 'IE308-00', 'GEC1104-G37', 'VID4018-00', 'CPE401-15', 'FT3077-00', 'FD101-05', 'CDG3254-00', 'IS4102-00', 'SPACE231-00', 'VID4018-01', 'FT3076-00', 'FSB304-00', 'IS2508-00']","['GED1801-G00', 'GEC1403-G31', 'GEC0103-G01', 'GED1217-G00', 'GED1959-G03']"
서보민,2017939043,스포츠의학과,7,4,"['GEC2001-G01', 'SM201-01', 'CHE354-00', 'EE497-03', 'KO3106-00', 'CA4011-00', 'GEE1127-G00', 'GEE1332-G01', 'GEE1332-G06', 'APCH4105-00', 'PM4021-00', 'ME251-03', 'TK101-02', 'GEC1104-G23', 'FSB471-00', 'CSE438-00', 'TK307-01', 'PM2023-16', 'AR111-02', 'GEB1301-G00']","['GEC1102-G32', 'GEC1102-G52', 'GEB1102-G06', 'GED1664-G00', 'GED1868-G00', 'GED1908-G00']"
김시헌,2015675702,스포츠의학과,8,4,"['OMB216-00', 'TK204-02', 'ME312-02', 'AR411-02', 'BME409-00', 'TK211-01', 'VID2019-00', 'EE203-01', 'GEC1102-G47', 'ELC205-00', 'ELC381-00', 'EDU2103-G04', 'APCH4603-00', 'GEE1332-G06', 'SM207-00', 'ESP101-00']","['GEC2001-G01', 'GED1202-G01', 'GEC1105-G44', 'GEC1104-G08', 'GEC1403-G14', 'GEC1104-G30']"
한주혁,2018552262,스포츠의학과,7,4,"['PM1005-00', 'AR161-02', 'IS2101-00', 'KO1101-00', 'GEC1102-G48', 'RU1103-01', 'SPACE322-00', 'AE473-03', 'CPE201-14', 'BIO101-05', 'AR371-00', 'OMB213-00', 'AE271-01', 'FD109-01', 'CHI103-02', 'GEC1102-G50', 'GEE1345-G02', 'APCH1121-04', 'IE306-00', 'CDG3254-00', 'ESP105-01', 'ME375-01', 'AMIE396-03', 'GED1208-G01']","['GEC1104-G21', 'GED1663-G00', 'GEC2001-G27', 'GED1459-G00']"
정가영,2018327597,스포츠의학과,5,3,"['EDU3184-G01', 'TC433-00', 'GED1609-G01', 'APCH4401-00', 'IS2103-00', 'PM1019-11', 'APHY1002-24', 'KO2501-00', 'CHE355-00', 'GEE1330-G04', 'CHE257-02']","['IPE102-00', 'IPE401-00', 'GEE1920-G00', 'GEC2001-G19', 'GEE1332-G03']"
윤은정,2013855969,스포츠의학과,3,2,"['EE497-12', 'PM2023-15', 'CSE224-00', 'GEE1665-G00', 'CPE301-15', 'SPACE303-01', 'GED1357-G00', 'TK201-02', 'EDU3141-G00', 'EE497-02']","['GED1540-G00', 'GEC1105-G36', 'GEC1403-G33', 'GED1801-G00', 'GEC1102-G43']"
김상민,2014057571,스포츠의학과,7,4,"['EE201-01', 'EE209-00', 'ENV488-02', 'SWCON332-00', 'GED1738-G00', 'ELC464-00', 'CPE401-15', 'GEC1403-G23', 'CHI314-00', 'ME321-02', 'PE201-01', 'APHY1002-07', 'EE362-00', 'CSE423-00', 'BME412-05', 'CE377-02']","['GEC1102-G20', 'GEC1403-G02', 'GED1502-G01', 'GEE1657-G00']"
정예주,2014362622,스포츠의학과,7,4,"['CE474-00', 'CPE401-12', 'ME301-02', 'GEB1201-G00', 'CPE104-03', 'AT401-00', 'APCH1101-03', 'EE361-00', 'IS2506-00', 'FT3039-00', 'CDG3279-00', 'EE203-01', 'EE201-02', 'JP273-00', 'CA2019-00', 'GEE1960-G00', 'TK204-02', 'AE112-00', 'PM1019-00', 'AR211-02']","['GEE1127-G02', 'GEC1104-G12', 'GEC1104-G29', 'GEC2001-G27']"
한태빈,2013387349,스포츠의학과,8,4,"['LA316-00', 'GEC1102-G18', 'AMTH1002-03', 'GEC0103-G06', 'AMIE400-00', 'GEC1403-G04', 'PM4025-00', 'AR211-01', 'GEC1102-G12', 'GED1419-G00', 'EDU2107-G00', 'FD105-03', 'GEN203-00', 'CSE223-00', 'GEC1105-G45', 'FT3077-00', 'TK201-02', 'FSB402-00', 'SWCON253-01', 'CA4002-01']","['GEC2001-G31', 'GEC1403-G14', 'EDU3103-G00', 'GED1965-G00']"
이수혁,2015459927,스포츠의학과,6,3,"['RU1103-01', 'TC202-01', 'GEC1104-G16', 'CA2018-00', 'GEC1102-G25', 'HBT310-00', 'SM328-00', 'GEB1201-G00', 'GED1957-G00', 'ME312-01', 'IS2301-00', 'APHY3200-00']","['GEE1665-G01', 'GEC1403-G02', 'EDU3121-G00', 'GED1502-G00', 'GEE1625-G00']"
김진우,2017194754,스포츠의학과,8,4,"['ME375-01', 'GEN203-00', 'PE216-00', 'APHY4403-00', 'ME321-02', 'PM1014-00', 'GEC1104-G25', 'GEC1105-G17', 'ENV379-00', 'APHY1002-27', 'GEC1403-G02', 'IS1001-01', 'TK408-01', 'RU1301-00', 'EDU2101-G01', 'APCH1101-01', 'GEC1104-G37', 'GEC1105-G41', 'OMB301-00', 'GEE1667-G00', 'ME380-01', 'GED1940-G00', 'ME301-02', 'SM328-00']","['GEE1330-G04', 'GEC1105-G25', 'GEC1105-G12', 'EDU3106-G00', 'IPE102-00']"
강다해,2016732503,스포츠의학과,8,4,"['GEE1332-G04', 'GEC1403-G39', 'AMIE271-00', 'IS4401-00', 'GEC1104-G01', 'GEC2001-G11', 'IE203-00', 'CPE101-02', 'APCH2202-00', 'ELC202-00', 'GED1947-G00', 'SC209-01', 'KO1403-00', 'FR2041-00', 'SC303-01', 'VID2007-01', 'NE103-00', 'APCH1131-00', 'CA4001-00', 'AR161-01']","['GED1621-G00', 'GEC1105-G19', 'EDU2102-G01', 'GEC1104-G20', 'GEC1102-G48', 'GED1958-G00']"
김재준,2014752937,스포츠의학과,8,4,"['GEN202-00', 'SPACE471-00', 'ELC204-01', 'ENV418-00', 'GED1537-G00', 'CE473-00', 'ME251-01', 'BME304-00', 'GEC1105-G32', 'CSE224-00', 'LA326-00', 'CE277-02', 'APCH2301-00', 'IS3520-00', 'ENV379-00', 'FT2011-00']","['GEC1102-G00', 'GEC1102-G48', 'GEE1332-G06', 'GEC1403-G13', 'GEB1102-G02', 'GEC1403-G07']"
최라엘,2021934529,스포츠의학과,1,1,"['FDA401-00', 'EE486-00', 'GEC0103-G03', 'AMTH1002-13', 'FSB383-00']","['GEC1102-G50', 'GED1721-G00', 'GEC1105-G24', 'GEC1102-G10']"
박설,2021301811,스포츠의학과,1,1,"['ENV485-00', 'GEB1101-G01', 'GEC1105-G20', 'EE497-14', 'ELC344-00', 'GEC2001-G20']","['GEC1403-G14', 'GEC1403-G24', 'GED1991-G00', 'GEC1102-G03', 'GEC1104-G28']"
최주형,2014984641,스포츠의학과,5,3,"['EE202-05', 'APCH3301-01', 'PM4021-00', 'APHY1002-08', 'GEC1105-G21', 'PE218-00', 'SM316-01', 'IS1001-02', 'ELC203-01', 'CPE104-05', 'CE377-02', 'SM102-00', 'TK307-01', 'PAM411-00', 'GEC1104-G23']","['GEE1345-G02', 'GED1432-G00', 'GED1542-G00', 'GED1135-G00', 'GED1540-G00']"
임시후,2017738819,스포츠의학과,5,3,"['SC409-00', 'GEC0103-G11', 'GED1202-G00', 'GEC1102-G37', 'IS2510-00', 'PAM401-00', 'ID4015-00', 'IS4205-00', 'IE214-00', 'ME371-01', 'IE324-01', 'ELC343-00', 'GEC1102-G11', 'EE497-10', 'CHI419-00']","['GEC1104-G30', 'GEC2001-G04', 'GED1801-G00', 'GEB1301-G00', 'GEC1104-G32', 'GED1432-G00']"
한재우,2011832203,스포츠의학과,4,2,"['FR3016-00', 'APHY1002-25', 'AMTH2006-00', 'GED1540-G00', 'APCH4401-00', 'ELC238-00', 'ME382-01', 'PM4025-01']","['GED1717-G01', 'GED1306-G00', 'GED1736-G00', 'GEC1105-G10']"
서려원,2017145237,골프산업학과,7,4,"['OMB401-00', 'GEE1127-G00', 'PM4025-07', 'EE202-00', 'FT1071-00', 'GED1735-G00', 'GED1509-G00', 'SC303-02', 'GEE1615-G00', 'JP233-00', 'AT401-00', 'PM3027-00', 'PM4025-15', 'AR411-01', 'GEE1332-G04', 'CPE201-06']","['GEC1403-G15', 'GED1991-G00', 'GEC1105-G23', 'GEB1102-G06']"
최주은,2021433132,골프산업학과,1,1,"['CE301-01', 'IE414-00', 'AR491-00', 'CPE104-02', 'GEC0103-G10', 'GEC2001-G20']","['GEC1105-G35', 'GEC1403-G30', 'GED1301-G00', 'GEC1102-G30', 'GEC1403-G38', 'GED1993-G00']"
박준형,2013460637,골프산업학과,4,2,"['CPE201-15', 'ME315-01', 'EE212-00', 'ESP101-00', 'GED1509-G00', 'EE211-04', 'TC321-00', 'GED1440-G01', 'GEC1104-G15', 'GEB1202-G04', 'PM3022-03', 'TK203-02']","['GEC2001-G22', 'GED1311-G00', 'GEC1105-G21', 'GEE1332-G05']"
최은재,2020599276,골프산업학과,3,2,"['GEC1102-G43', 'AMTH1009-08', 'GEC1403-G24', 'GED1734-G00', 'FSB402-00', 'CE474-00', 'APHY1000-09', 'APCH2202-00', 'AE101-00', 'GEC1403-G36']","['GEC1105-G48', 'GEC1403-G25', 'GEC1102-G37', 'GEC1102-G49']"
이효준,2014164327,골프산업학과,5,3,"['AR211-02', 'GEE1330-G05', 'APHY1000-03', 'ME321-01', 'GEC1403-G38', 'FT3035-00', 'ID4014-01', 'VID2007-01', 'AMIE400-00', 'ME252-01', 'NE402-00', 'CE400-00', 'IS2511-00', 'FSB391-00', 'GEC1105-G17', 'CSE301-01', 'HBT209-00', 'TK401-01']","['GEC1104-G42', 'GEE1959-G01', 'GEC1104-G06', 'GED1113-G01', 'GEC1104-G02']"
김지수,2021533840,골프산업학과,1,1,"['KO2201-00', 'CSE203-02', 'PM1019-01', 'PAM208-00', 'SC201-01']","['GED1959-G01', 'GEC1102-G21', 'GED1440-G00', 'GED1957-G00', 'GED1465-G00', 'GEC1105-G29']"
강하엘,2021864514,골프산업학과,1,1,"['GEE1956-G02', 'DC301-00', 'GEE1193-G00', 'SPACE312-01', 'FR3011-01']","['GEC1102-G48', 'GEC1102-G44', 'GEC1105-G15', 'GEC2001-G38', 'GEC1102-G13', 'GEE1267-G00']"
윤단아,2021335260,골프산업학과,2,1,"['APCH1121-04', 'EE364-00', 'ESP239-00', 'GEC1102-G47', 'JP374-00', 'PM4005-00']","['GEC0103-G01', 'GED1206-G00', 'GEC1104-G27', 'GED1955-G00', 'GEC1102-G22']"
서수연,2021367581,골프산업학과,1,1,"['GED1217-G00', 'LA207-01', 'TK201-02', 'AE103-00', 'CPE301-16', 'ELC106-00']","['GED1951-G00', 'GED1242-G00', 'GEC1102-G54', 'GEC1403-G09']"
최동윤,2021690658,골프산업학과,1,1,"['GEC2001-G24', 'GED1509-G00', 'GED1657-G00', 'GED1108-G00', 'CPE103-00', 'FD105-02']","['GEC1102-G08', 'GEC1102-G17', 'GEC1102-G53', 'GED1733-G00']"
정하준,2018217854,골프산업학과,5,3,"['ME382-01', 'GEC1104-G24', 'EDU3198-G00', 'CE485-03', 'AMTH1009-05', 'BME305-00', 'GEE1657-G01', 'GEC1102-G23', 'OMB320-00', 'CPE201-01', 'EDU2107-G00', 'GED1657-G00', 'GEC1105-G43', 'GEN405-00', 'CA1008-00', 'PM3022-07', 'GEC1105-G47', 'EE497-10']","['GEC1102-G12', 'GED1337-G00', 'GEE1961-G01', 'GEC1104-G20', 'GEE1956-G03']"
박다온,2013355952,골프산업학과,8,4,"['FD111-03', 'EE421-00', 'HBT209-00', 'CHE332-02', 'CHE257-02', 'FR1013-01', 'CHE331-01', 'GEC1105-G10', 'GED1717-G00', 'FR4301-00', 'AMTH1004-00', 'EE209-00', 'PM4025-06', 'GEC1102-G47', 'GEC1102-G42', 'IPE401-00', 'GEC2001-G34', 'GEC2001-G37', 'TK310-02', 'GED1240-G00', 'GED1820-G00', 'VID3028-00', 'AMTH1002-02', 'IS2304-00']","['GEC1105-G38', 'GED1665-G00', 'GED1208-G00', 'GED1961-G00']"
최한결,2021536020,골프산업학과,2,1,"['GEC1105-G36', 'APCH2104-00', 'FR4015-00', 'KO2104-00']","['GEC1102-G28', 'GEC1102-G22', 'GEC0103-G13', 'GEE1642-G01']"
서다은,2021241579,골프산업학과,2,1,"['GEC2001-G03', 'APCH1101-05', 'GED1135-G00', 'CE377-02', 'AMTH1002-00']","['GEC1104-G15', 'GED1995-G00', 'GEC1104-G24', 'GED1958-G00']"
조수정,2015578365,골프산업학과,4,2,"['ELC205-00', 'AE201-00', 'GEC1403-G38', 'CHI203-00', 'AR411-02', 'CSE203-04', 'GEE1330-G01', 'APCH1121-00']","['GEE1608-G00', 'EDU2101-G01', 'GED1736-G00', 'IPE303-00', 'GEC1102-G05']"
최승현,2021662795,골프산업학과,1,1,"['FT2076-00', 'AMTH1004-05', 'BME412-07', 'RU1103-01', 'CE378-02']","['GED1631-G00', 'GEC1105-G48', 'GED1957-G00', 'GEE1642-G01', 'GEC1105-G26', 'GEE1330-G03']"
임기현,2018610768,골프산업학과,3,2,"['ENV461-00', 'AR311-02', 'APHY1002-27', 'APCH2101-01', 'GEN301-00', 'APHY1004-02', 'TK211-01', 'IS2502-00']","['EDU2103-G03', 'GEC1102-G24', 'GEC1104-G00', 'GED1459-G00', 'GEC1105-G31']"
윤성욱,2021078536,골프산업학과,2,1,"['SM424-00', 'SM333-00', 'GEC1403-G30', 'FD103-02', 'SM207-00']","['GED1966-G00', 'GEE1345-G00', 'GED1960-G00', 'GEC1403-G02']"
임유찬,2016584288,골프산업학과,6,3,"['GED1721-G00', 'CSE495-00', 'TK301-02', 'GEE1954-G01', 'CDG0264-00', 'EE497-02', 'PAM329-00', 'AMTH1002-13', 'GED1717-G03', 'AR491-00', 'ID3015-00', 'GEC0103-G05', 'APCH3301-01', 'APCH2301-01', 'APHY1004-02']","['GED1945-G00', 'GEC1104-G00', 'GEE1956-G06', 'GED1353-G00']"
강혜진,2018556699,골프산업학과,5,3,"['SM425-00', 'GEB1102-G05', 'GED1113-G00', 'GEC1102-G28', 'JP111-00', 'GEE1127-G02', 'FSB441-00', 'CHE232-01', 'GEC1105-G32', 'CSE495-00', 'CPE401-14', 'FR4015-00', 'EE324-00', 'GED1325-G00', 'DC207-01', 'GED1223-G02', 'APHY1000-08', 'CE474-00']","['GED1208-G01', 'GED1502-G00', 'GED1959-G02', 'GEC1104-G16', 'GED1609-G00']"
박건희,2015226554,골프산업학과,8,4,"['EE209-03', 'TC433-01', 'GEE1958-G01', 'IS2508-00', 'GEC1102-G43', 'GED1504-G00', 'EE368-01', 'AR351-00', 'CHI312-00', 'VID4020-00', 'CPE101-06', 'GEC1104-G18', 'TC313-01', 'CPE301-04', 'APCH2202-00', 'RU2101-00']","['GEE1127-G01', 'GEC1102-G15', 'GED1539-G00', 'GED1104-G00', 'GED1542-G00', 'GEE1665-G00']"
이성민,2021612682,골프산업학과,2,1,"['GEC1104-G37', 'ME371-01', 'CHE431-04', 'FSB271-00']","['GEC1403-G19', 'GEC1102-G21', 'GED1665-G00', 'GEC1105-G35']"
이종혁,2015855560,골프산업학과,4,2,"['GEE1332-G00', 'HBT314-00', 'GEC1403-G05', 'IS2103-00', 'AMIE371-00', 'GEB1102-G00', 'AMTH1002-02', 'GED1957-G00', 'GEE1345-G00', 'CA4001-01', 'CSE308-00', 'GED1105-G00']","['GEC1102-G26', 'GEC1403-G21', 'GEC1104-G32', 'GEB1101-G02', 'GED1801-G00', 'GED1663-G00']"
박성우,2012511303,골프산업학과,8,4,"['GEC1403-G05', 'AE431-00', 'BIO103-02', 'GED1123-G00', 'CSE335-00', 'NE465-00', 'PAM329-00', 'PE203-01', 'PM2015-00', 'EE497-00', 'CSE324-00', 'TC318-00', 'GED1501-G00', 'IS1002-00', 'SM328-00', 'TK403-02', 'PM2023-02', 'EE201-01', 'APHY1002-12', 'PM4028-00']","['GEC1403-G03', 'GEC1104-G13', 'GEC1102-G29', 'GEC1104-G32', 'GED1819-G00']"
강재민,2018731784,골프산업학과,8,4,"['EDU2103-G03', 'IS2202-00', 'ID3012-00', 'FT1071-00', 'EE201-01', 'EE211-01', 'OMB412-00', 'GED1248-G00', 'GEE1625-G00', 'CSE204-01', 'GEB1102-G06', 'GED1801-G00', 'EE212-00', 'CHI203-00', 'BME303-00', 'GED1736-G00', 'AMTH1009-01', 'IS3520-00', 'KO2105-00', 'GEC1104-G16']","['GED1212-G00', 'GEC1104-G42', 'GEB1202-G06', 'GED1717-G02']"
조건율,2015707893,골프산업학과,3,2,"['EE361-00', 'GEC1403-G32', 'GED1868-G00', 'GED1405-G00', 'APHY1002-15', 'GEN301-00', 'GEC1105-G50', 'AMTH1009-01', 'AR501-00', 'IS3002-01', 'GED1103-G00', 'ENV212-01']","['GEE1332-G03', 'GEC1105-G23', 'GEC1105-G11', 'EDU3345-G00']"
장리나,2021288323,골프산업학과,1,1,"['GEC1105-G02', 'GEC1104-G00', 'TC316-00', 'FD110-00', 'CSE204-02']","['GEC1403-G11', 'GED1861-G00', 'GEB1102-G02', 'GEC1105-G25', 'GEE1956-G02', 'GED1960-G01']"
김아진,2021428883,골프산업학과,1,1,"['ELC481-00', 'GED1736-G00', 'GEC1104-G30', 'IS3516-00', 'GED1432-G01', 'DC403-00']","['GED1405-G00', 'GEB1102-G08', 'GEC1104-G44', 'GEC1104-G39', 'GEB1102-G05']"
정슬아,2018607642,골프산업학과,3,2,"['APHY1002-24', 'IS2515-00', 'IS2304-00', 'AMIE202-01', 'CHI107-01', 'GED1202-G00', 'CPE201-16', 'APCH4603-00', 'PM4025-02', 'AMIE441-00', 'CHI103-01', 'SPACE312-01']","['EDU3106-G00', 'GEC2001-G04', 'GEE1613-G00', 'GEC1403-G19', 'GEC1104-G01']"
윤규진,2013127249,골프산업학과,3,2,"['OMB412-00', 'GEE1667-G00', 'PAM215-00', 'FSB231-00', 'IE411-00', 'SWCON321-00', 'BME412-02', 'GED1737-G00', 'PE217-00', 'SC108-01', 'BME411-00', 'FR1013-00']","['GEB1102-G04', 'GEC1102-G28', 'GEB1201-G00', 'GED1440-G00']"
최지율,2018569353,골프산업학과,7,4,"['GEC2001-G10', 'ESP207-01', 'BME412-07', 'AR112-04', 'APHY2000-00', 'GEB1202-G06', 'CDG0265-00', 'CPE301-16', 'TK203-02', 'GEC2001-G41', 'EE496-00', 'GEC1104-G29', 'BME406-00', 'ME371-01', 'CPE104-03', 'FD103-02', 'GED1957-G00', 'RU2101-01', 'AMTH1004-08', 'PM1019-05']","['GED1358-G00', 'GED1419-G01', 'GEE1657-G01', 'GEE1668-G00', 'GEE1330-G02', 'GEC1102-G22']"
임수영,2021561445,골프산업학과,2,1,"['LA210-00', 'EDU4103-G01', 'APHY4404-00', 'GEE1669-G00', 'RU1103-02', 'RU1101-02']","['GED1504-G00', 'GEC2001-G24', 'GEC1102-G19', 'GEC1104-G17']"
임성현,2013479286,골프산업학과,7,4,"['FT3074-00', 'GEC1102-G43', 'ELC301-00', 'GED1248-G00', 'IS2004-00', 'PM3022-13', 'GEE1127-G01', 'ESP101-01', 'FR2013-01', 'FT3076-00', 'EE421-00', 'GEC1105-G38', 'GEC1105-G29', 'KO1402-00', 'RU2101-01', 'APCH3401-00', 'IS3406-00', 'RU1101-02', 'IE203-01', 'IS2503-00']","['GEC1105-G01', 'EDU3103-G00', 'GEC1104-G31', 'GED1517-G00', 'GED1959-G02', 'GEC1105-G35']"
이유현,2012141063,골프산업학과,4,2,"['NE103-00', 'GEC1403-G08', 'APCH3403-00', 'ID2003-00', 'GEC1403-G03', 'APHY3602-00', 'ENV485-00', 'PM2026-00', 'TK104-01', 'FT2075-00', 'GEN301-01', 'GEC0103-G11']","['GEC1105-G40', 'GED1542-G00', 'GED1650-G00', 'GEC1105-G39', 'GED1432-G00']"
서하준,2011299807,골프산업학과,7,4,"['PM4025-01', 'CE275-01', 'AMTH1009-00', 'GEN405-00', 'GEE1956-G06', 'PE201-01', 'APCH4401-00', 'APCH1101-04', 'CE251-01', 'ME315-01', 'IS1003-00', 'GEC1105-G15', 'GEC0103-G06', 'KO2105-00', 'EE202-02', 'GED1544-G00']","['GED1105-G00', 'GED1631-G00', 'GEC1403-G39', 'GED1860-G00', 'EDU3103-G00']"
